ServiceID,ServiceNameAr,ServiceNameEn,EntityAr,EntityEn,EntityID,EntityDepartmentAr,EntityDepartmentEn,Beneficiary,MainService,DescriptionAr,DescriptionEn,SpecialConditionsAr,SpecialConditionsEn,RequiredDocumentsAr,RequiredDocumentsEn,FeesAr,FeesEn,PaymentMethod,AvgTimeTakenAr,AvgTimeTakenEn,WorkingTimeAr,WorkingTimeEn,Channels,InputChannelOthers,CustomerCarePhone,Website,ProcessStepsAr,ProcessStepsEn,NumSteps,AudienceVisitCount,ServiceURL
130029,إلغاء ترخيص نقل وشحن المركبات,Cancellation Of Vehicle Transport And Shipping License,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء ترخيص نقل وشحن المركبات المُصدر من وزارة النقل والاتصالات وتقنية المعلومات.,"A service to cancel a vehicle transport and shipping license issued by the Ministry of Transport, Communications and IT.",,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; رخصة نقل وشحن المركبات المراد إلغاؤها ; خطاب طلب الإلغاء موقّع من المالك أو الممثل القانوني,Civil ID ; Passport (for non-Omanis) ; The vehicle transport and shipping license to be cancelled ; Cancellation request letter signed by the owner or authorized representative,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/843
130030,إلغاء تراخيص لممارسة نشاط التاكسي المائي,Cancellation Of Licenses For Operating Water Taxi Services,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء التراخيص الممنوحة لمزاولة نشاط التاكسي المائي.,A service to cancel licenses granted for operating water taxi services.,,,البطاقة المدنية ; جواز السفر ; رخصة ممارسة نشاط التاكسي المائي المراد إلغاؤها ; خطاب طلب الإلغاء موقّع من المالك أو الممثل القانوني,Civil ID ; Passport ; The water taxi operating license to be cancelled ; Cancellation request letter signed by the owner or legal representative,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/910
130031,طلب إضافة شريك للسفينة أو الوحدة البحرية,Request To Add A Partner To The Ship Or Marine Unit,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لمالكي السفن أو الوحدات البحرية طلب إضافة شريك جديد في ملكية السفينة أو الوحدة البحرية.,A service that allows ship or marine unit owners to request the addition of a new partner in the ownership of the ship or marine unit.,,,البطاقة المدنية للمالك والشريك الجديد ; جواز سفر الشريك الجديد (إذا كان أجنبيًا) ; شهادة ملكية السفينة أو الوحدة البحرية ; عقد الشراكة المُبرم بين الأطراف ; ترخيص السفينة أو الوحدة البحرية,Civil ID of the current owner and the new partner ; Passport of the new partner (if foreign) ; Certificate of ownership of the ship or marine unit ; Partnership agreement signed by the parties ; Ship or marine unit license,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/911
130032,تغيير بيانات السفينة أو الوحدة البحرية,Changing The Ship Or Vessel Data,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لتعديل البيانات المسجلة للسفينة أو الوحدة البحرية في السجل البحري.,A service to update the registered data of a ship or marine vessel in the maritime registry.,,,البطاقة المدنية للمالك أو الممثل القانوني ; جواز السفر (إذا كان المالك أجنبيًا) ; شهادة تسجيل السفينة أو الوحدة البحرية ; وثيقة التفويض القانوني (في حالة التمثيل) ; سند ملكية السفينة أو عقد الإيجار المعتمد,Civil ID of the owner or legal representative ; Passport (if the owner is foreign) ; Certificate of registration of the ship or marine vessel ; Legal power of attorney (if acting on behalf of owner) ; Ship ownership certificate or certified lease agreement,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/920
130033,إلغاء ترخيص ملاحي للسفن والوحدات البحرية,Cancelation Of Maritime Licenses For Ships And Marine Units,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء الترخيص الملاحي الخاص بالسفن والوحدات البحرية المسجلة في سلطنة عُمان.,A service to cancel the maritime license for ships and marine units registered in the Sultanate of Oman.,,,البطاقة المدنية أو جواز السفر للمُقدِّم ; رخصة الملاحة الحالية للسفينة أو الوحدة البحرية ; شهادة ملكية السفينة أو الوحدة البحرية ; خطاب طلب الإلغاء موقّع من المالك أو الممثل القانوني,Civil ID or passport of the applicant ; Current maritime license for the ship or marine unit ; Certificate of ownership of the ship or marine unit ; Cancellation request letter signed by the owner or authorized representative,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/928
130034,إصدار شهادة تعليق تسجيل سفينة,Issuance Of A Ship Registration Suspension Certificate,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,تتيح هذه الخدمة إصدار شهادة رسمية تفيد بتعليق تسجيل سفينة في السجل البحري العماني.,This service issues an official certificate confirming the suspension of a ship's registration in the Omani maritime register.,,,البطاقة المدنية لمالك السفينة أو الممثل القانوني ; جواز السفر (إذا كان المالك أجنبيًا) ; وثيقة ملكية السفينة أو سند التسجيل الأصلي ; خطاب طلب تعليق التسجيل موقّع من المالك أو الممثل القانوني,Civil ID of the ship owner or authorized legal representative ; Passport (if the owner is foreign) ; Ship ownership document or original registration certificate ; Signed application letter requesting registration suspension,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/938
130035,تجديد وثيقة الإعتراف بالشهادات الاجنبية للبحارة العاملين على متن السفن غير المبحرة,Renewal Of The Document Recognizing Foreign Certificates For Sailors Working On Non Navigable Ships,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تجديد وثيقة الاعتراف بالشهادات الأجنبية للبحارة العاملين على السفن غير المبحرة.,Service for renewing the document recognizing foreign certificates for sailors working on non-navigable ships.,,,البطاقة المدنية ; جواز السفر ; وثيقة الاعتراف الحالية المنتهية أو المنتهية الصلاحية ; الشهادات الأجنبية الأصلية المعترف بها سابقًا ; خطاب من جهة العمل يفيد بانتظام العمل على سفينة غير مبحرة,Civil ID ; Passport ; Current expiring or expired recognition document ; Original foreign certificates previously recognized ; Employment letter confirming ongoing work on a non-navigable ship,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/956
130036,إصدار بدل فاقد شهادة الكفاءة البحرية,Issuance Of A Duplicate Maritime Competency Certificate,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإصدار نسخة بديلة لشهادة الكفاءة البحرية في حال فقدان الأصل.,Service to issue a duplicate maritime competency certificate in case the original is lost.,,,البطاقة المدنية ; جواز السفر ; أصل بلاغ فقدان شهادة الكفاءة البحرية من الجهة المختصة ; رقم الشهادة المفقودة,Civil ID ; Passport ; Original loss report of the maritime competency certificate issued by the competent authority ; Lost certificate number,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/957
130037,إصدار وثيقة الإعتراف بالشهادات الاجنبية للبحارة العاملين على متن السفن غير المبحرة,Issuance Of The Document Recognizing Foreign Certificates For Sailors Working On Non Navigable Ships,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,تُصدر هذه الخدمة وثيقة رسمية تعترف بالشهادات الأجنبية للبحارة العاملين على متن السفن غير المبحرة في سلطنة عُمان.,This service issues an official document recognizing foreign certificates for sailors working on non-navigable ships in the Sultanate of Oman.,,,البطاقة المدنية ; جواز السفر ; شهادة التأهيل الأصلية المعترف بها دوليًا ; خطاب تعيين من الجهة المشغلة للسفينة غير المبحرة ; شهادة خبرة عمل سابقة في مجال البحري,Civil ID ; Passport ; Original internationally recognized qualification certificate ; Employment letter from the operator of the non-navigable ship ; Previous maritime work experience certificate,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/959
130038,إصدار بدل فاقد إقرار الإعتراف للبحارة العاملين على متن السفن,Issuing A Duplicate Of The Acknowledgement Declaration For Sailors Working On Board Ships,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإصدار نسخة بديلة من إقرار الاعتراف الخاص بالبحارة العاملين على متن السفن في حالة فقدان النسخة الأصلية.,"A service to issue a duplicate copy of the acknowledgement declaration for sailors working on board ships, in case the original is lost.",,,البطاقة المدنية ; جواز السفر ; إقرار الاعتراف الأصلي (إن وُجد) ; خطاب فقدان من الجهة المختصة أو إفادة شرفية موقعة ؛ صورة شخصية حديثة,Civil ID ; Passport ; Original acknowledgement declaration (if available) ; Loss letter from competent authority or signed affidavit of loss ; Recent personal photograph,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/962
130039,تجديد إقرار الإعتراف للبحارة العاملين على متن السفن المبحرة,Renewal Of The Recognition Declaration For Sailors Working On Board Sailing Ships,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تجديد إقرار الاعتراف للبحارة العاملين على متن السفن المبحرة.,Service for renewing the recognition declaration for sailors working on sailing ships.,,,البطاقة المدنية ; جواز السفر ; شهادة الإعتراف السابقة ; شهادة اللياقة الطبية ; رخصة الملاحة (إن وجدت),Civil ID ; Passport ; Previous recognition certificate ; Medical fitness certificate ; Navigation license (if applicable),,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/964
130040,إصدار بطاقة تشغيل مركبة,Issue Vehicle Operation Card,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,إصدار بطاقة تشغيل مركبة للأفراد والمنشآت العاملة في قطاع النقل البري وفقاً للائحة التنفيذية لقانون النقل البري (القرار الوزاري رقم 2/2018).,"Issues a Vehicle Operation Card to individuals and establishments operating in the land transport sector, in accordance with the Executive Regulation of the Land Transport Law (Ministerial Decision No. 2/2018).",,,البطاقة المدنية أو جواز السفر ; رخصة مزاولة النشاط للمنشأة (إن وجدت) ; شهادة تسجيل المركبة ; شهادة فحص المركبة الفنية ; بطاقة التشغيل السابقة (في حالة التجديد),Civil ID or Passport ; Commercial Registration License (if applicable) ; Vehicle Registration Certificate ; Vehicle Technical Inspection Certificate ; Previous Operation Card (for renewal),,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130041,تجديد بطاقة تشغيل مركبة,Renew Vehicle Operation Card,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,تجديد بطاقة تشغيل مركبة بعد انتهاء صلاحيتها.,Renew a vehicle operation card after its expiry.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; بطاقة تشغيل المركبة المنتهية الصلاحية ; شهادة فحص المركبة السارية,Civil ID ; Passport (for non-Omanis) ; Expired vehicle operation card ; Valid vehicle inspection certificate,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130042,نقل بطاقة تشغيل مركبة,Transfer Vehicle Operation Card,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,نقل بطاقة تشغيل مركبة من مالك إلى آخر عبر البوابة الموحدة.,Transfer a vehicle operation card from one owner to another through the unified portal.,,,البطاقة المدنية للمالك الجديد ; البطاقة المدنية للمالك السابق ; رقم لوحة المركبة ; شهادة ملكية المركبة ; بطاقة تشغيل المركبة الأصلية,Civil ID of the new owner ; Civil ID of the previous owner ; Vehicle plate number ; Vehicle ownership certificate ; Original vehicle operation card,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130043,إلغاء بطاقة تشغيل مركبة,Cancel Vehicle Operation Card,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,إلغاء بطاقة تشغيل مركبة سارية المفعول.,Cancel an active vehicle operation card.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; بطاقة تشغيل المركبة المراد إلغاؤها ; شهادة ملكية المركبة ; تقرير عدم وجود التزامات مرورية من شرطة عُمان السلطانية,Civil ID ; Passport (for non-Omanis) ; The vehicle operation card to be cancelled ; Vehicle ownership certificate ; Traffic violation clearance report from Royal Oman Police,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130044,تسجيل لوحة أجرة,Register Taxi Plate,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,تسجيل لوحة سيارة أجرة عبر البوابة الموحدة لمنصة نقل.,Register a taxi license plate through the unified Naql Platform portal.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; رخصة القيادة ; شهادة ملكية المركبة ; رخصة تشغيل سيارة أجرة,Civil ID ; Passport (for non-Omanis) ; Driver's license ; Vehicle ownership certificate ; Taxi operation license,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130045,إصدار تصريح حمولة استثنائية,Issue Exceptional Load Permit,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,إصدار تصريح للحمولات الاستثنائية على الطرق وفق اشتراطات النقل البري.,"Issues a permit for exceptional vehicle loads on roads, in accordance with land transport regulations.",,,البطاقة المدنية ; جواز السفر ; رخصة القيادة ; شهادة تسجيل المركبة ; وثيقة تفصيل الحمولة الاستثنائية,Civil ID ; Passport ; Driver's license ; Vehicle registration certificate ; Exceptional load specification document,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130046,إصدار ترخيص تأجير وسائل النقل البري للركاب بدون سائق,Issue Land Passenger Transport Rental Licence (Without Driver),وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),"من الحكومة إلى قطاع الأعمال(G2B),من الحكومة الى الأفراد(G2C)",النقل البري > منصة نقل,ترخيص تأجير المركبات لنقل الركاب بدون سائق (صالون / دفع رباعي / حافلات).,"Licence to rent land vehicles for passenger transport without a driver (sedans, SUVs, or buses).",,,البطاقة المدنية ; شهادة تسجيل الشركة أو السجل التجاري (إذا كان مقدّم الطلب شركة) ; وثيقة ملكية المركبة أو عقد الإيجار المعتمد ; شهادة فحص فني سارية المفعول للمركبة ; رخصة قيادة سارية المفعول (للمؤسسة أو المالك المفوض),Civil ID ; Commercial Registration or Company Incorporation Certificate (if applicant is a company) ; Vehicle ownership document or certified lease agreement ; Valid vehicle technical inspection certificate ; Valid driving licence (for the entity or authorized owner),,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130047,إصدار ترخيص تأجير وسائل النقل البري للركاب مع سائق,Issue Land Passenger Transport Rental Licence (With Driver),وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),"من الحكومة إلى قطاع الأعمال(G2B),من الحكومة الى الأفراد(G2C)",النقل البري > منصة نقل,ترخيص تأجير المركبات لنقل الركاب مع سائق.,Licence to rent out land vehicles for passenger transport with a driver.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; شهادة تسجيل المركبة ; رخصة قيادة سارية المفعول للسائق ; وثيقة التأمين على المركبة,Civil ID ; Passport (for non-Omanis) ; Vehicle registration certificate ; Valid driver’s licence ; Vehicle insurance certificate,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130048,إصدار ترخيص تشغيل سيارات الأجرة,Issue Taxi Operation Licence,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,ترخيص تشغيل المركبات كسيارات أجرة.,Licence to operate a vehicle as a taxi.,,,البطاقة المدنية ; صورة من رخصة القيادة ; وثيقة ملكية المركبة ; شهادة فحص المركبة الفنية ; سند تسجيل المركبة في منصة نقل,Civil ID ; Copy of driver's licence ; Vehicle ownership document ; Vehicle technical inspection certificate ; Vehicle registration certificate on Naql platform,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
130049,إصدار ترخيص نقل البضائع البري,Issue Land Goods Transport Licence,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,منصة نقل (الإدارة العامة للنقل البري),Naql Platform (Land Transport General Directorate),من الحكومة إلى قطاع الأعمال(G2B),النقل البري > منصة نقل,ترخيص نقل البضائع برّاً (شاحنات / صهاريج).,Licence for land-based goods transport (trucks / tankers).,,,البطاقة المدنية ; شهادة تسجيل الشركة أو السجل التجاري ; رخصة القيادة الخاصة بالمركبة ; وثائق الملكية أو عقد الإيجار للمركبة ; شهادة فحص المركبة من الهيئة العامة للجمارك والمواصلات,Civil ID ; Company registration certificate or commercial registration ; Vehicle driver's licence ; Vehicle ownership or lease agreement ; Vehicle inspection certificate from the General Authority for Customs and Transport,,,الكتروني,,,,,بوابة منصة نقل (naql.om),,+968 22650650,www.naql.om,,,,,https://www.naql.om/ar/Home/UnifiedLogin
